srcStateName,srcYear,Crime head IPC ( Indian Penal Code ) Category,Crime head IPC ( Indian Penal Code ) Sub-category,Incidence of IPC ( Indian Penal Code ) crimes,Victims of IPC ( Indian Penal Code ) crimes,IPC ( Indian Penal Code ) Crime Rate per lakh person,YearCode,Year
Tamil Nadu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,4,4,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,445,445,4,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,21,21,1.7,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,1343,1477,1.5,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,305,310,7.9,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,588,590,2,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,12,15,8.8,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,128,147,32,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,8,8,6.3,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,22,22,24.2,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,2531,2587,45.2,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,542,576,1,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,60,67,4,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,1655,1988,4.8,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,728,737,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,957,998,3.3,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,21,23,1.4,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,327,333,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,512,532,1.8,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,172,181,2.4,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,327,335,2.4,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,497,502,1.3,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,421,455,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,228,231,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,2688,2939,3.3,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,4880,4990,4,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,11,11,0.4,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,48,54,1.5,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,3,3,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,19,20,0.9,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,282,288,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,93,107,0.3,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,2258,2279,2.9,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,172,179,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,924,945,2.5,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,37,41,0.9,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,4488,4593,2,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,71,79,0.6,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,2777,2875,2.9,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,8,8,2,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,7,8,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,2,2,0.5,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,2997,3110,15,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,9,9,0.6,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),3,3,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),15,15,0,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),3,3,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),1,4,0,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),4,4,0,2019,"Calendar Year (Jan - Dec), 2019"
Karnataka,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),3,3,0,2019,"Calendar Year (Jan - Dec), 2019"
Kerala,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),1,1,0,2019,"Calendar Year (Jan - Dec), 2019"
Madhya Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Maharashtra,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),2,2,0,2019,"Calendar Year (Jan - Dec), 2019"
Manipur,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Meghalaya,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),17,19,0.2,2019,"Calendar Year (Jan - Dec), 2019"
Mizoram,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Nagaland,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Odisha,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Punjab,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),1,1,0,2019,"Calendar Year (Jan - Dec), 2019"
Rajasthan,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Sikkim,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Tamil Nadu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),2,2,0,2019,"Calendar Year (Jan - Dec), 2019"
Telangana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),3,3,0,2019,"Calendar Year (Jan - Dec), 2019"
Tripura,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttar Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),1,1,0,2019,"Calendar Year (Jan - Dec), 2019"
Uttarakhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
West Bengal,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),2,2,0,2019,"Calendar Year (Jan - Dec), 2019"
Andaman & Nicobar Islands,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Dadra & Nagar Haveli,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Daman & Diu,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Delhi,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),1,1,0,2019,"Calendar Year (Jan - Dec), 2019"
Lakshadweep,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Puducherry,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Andhra Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),7,7,0,2019,"Calendar Year (Jan - Dec), 2019"
Arunachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Assam,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),29,29,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Bihar,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),57,59,0,2019,"Calendar Year (Jan - Dec), 2019"
Chhattisgarh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),8,8,0,2019,"Calendar Year (Jan - Dec), 2019"
Goa,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),0,0,0,2019,"Calendar Year (Jan - Dec), 2019"
Gujarat,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),4,4,0,2019,"Calendar Year (Jan - Dec), 2019"
Haryana,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),9,9,0,2019,"Calendar Year (Jan - Dec), 2019"
Himachal Pradesh,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),2,2,0,2019,"Calendar Year (Jan - Dec), 2019"
Jammu & Kashmir,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),12,12,0.1,2019,"Calendar Year (Jan - Dec), 2019"
Jharkhand,2019,Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),112,112,0.3,2019,"Calendar Year (Jan - Dec), 2019"
