srcStateName,srcYear,Crime head Special & Local Laws (SLL) Category,Crime head Special & Local Laws (SLL) Sub-category,Incidence of Special & Local Laws (SLL) crimes,Victims of Special & Local Laws (SLL) crimes,Special & Local Laws (SLL) Crime Rate,YearCode,Year
Odisha,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",116,,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,1188,,2.6,2020,"Calendar Year (Jan - Dec), 2020"
Odisha,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",2,,0,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,1602,,5.3,2020,"Calendar Year (Jan - Dec), 2020"
Punjab,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",1567,,2,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,17774,,22.6,2020,"Calendar Year (Jan - Dec), 2020"
Rajasthan,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Sikkim,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",17,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,7270,,9.5,2020,"Calendar Year (Jan - Dec), 2020"
Tamil Nadu,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",3,,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",4,,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,2643,,7,2020,"Calendar Year (Jan - Dec), 2020"
Telangana,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",11,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",3,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Mizoram,2020,Other Regulatory & Enforcement ‐ Acts,"The Mental Health Act, 1987",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Tripura,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,32,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",2,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",30657,,13.4,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,14315,,6.3,2020,"Calendar Year (Jan - Dec), 2020"
Uttar Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",6,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,34,,0.3,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",698,,6.2,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,665,,5.9,2020,"Calendar Year (Jan - Dec), 2020"
Uttarakhand,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",3893,,4,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,511,,0.5,2020,"Calendar Year (Jan - Dec), 2020"
West Bengal,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",1,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Andaman & Nicobar Islands,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",1,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,131,,10.9,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,12,,1.2,2020,"Calendar Year (Jan - Dec), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,9,,0,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",2,,0,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",808,,4,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,2414,,11.9,2020,"Calendar Year (Jan - Dec), 2020"
Delhi,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",2,,0,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,133,,1,2020,"Calendar Year (Jan - Dec), 2020"
Jammu & Kashmir,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Ladakh,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Lakshadweep,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",0,,0,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Other Regulatory & Enforcement ‐ Acts,The Gambling Act,11,,0.7,2020,"Calendar Year (Jan - Dec), 2020"
Puducherry,2020,Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",1,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",58,69,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,51,61,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,7,8,0,2020,"Calendar Year (Jan - Dec), 2020"
Andhra Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Arunachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Assam,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Bihar,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,1,1,0,2020,"Calendar Year (Jan - Dec), 2020"
Chhattisgarh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Goa,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",18,23,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,13,13,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,5,10,0,2020,"Calendar Year (Jan - Dec), 2020"
Gujarat,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",11,12,0,2020,"Calendar Year (Jan - Dec), 2020"
Maharashtra,2020,Other Regulatory & Enforcement ‐ Acts,Defacement of Public Property Acts,157,,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Haryana,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,11,12,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Himachal Pradesh,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",69,102,0.2,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,17,17,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,10,43,0,2020,"Calendar Year (Jan - Dec), 2020"
Jharkhand,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,42,42,0.1,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",13,1291,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
Karnataka,2020,Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,0,0,0,2020,"Calendar Year (Jan - Dec), 2020"
